"","Date","OC_ID","Trial_Type","Movement_Type","Distance_of_Movement","Duration","Speed","Speed_per_Bodylength","Bearing_Change","Avg_Bearing_vs_Heading","Avg_Bearing_vs_Heading_Change","Avg_Directness_Difference","NewDates"
"149","8_5",10,4,2,30.1299524871177,1.1,27.3908658973798,0.200218236807631,-0.0304084969861997,1.17836301207914,-0.04076527579902,-0.403807492923384,12
"150","8_5",11,4,1,11.0808605397616,1.46666666666667,7.55513218620106,0.0510305883423391,0.00136688025007414,-0.238036725541526,0.755743867039976,0.454020722415869,12
"151","8_5",13,4,2,120.859998514585,1.1,109.87272592235,1.18119600166795,0.0369859825507599,-2.38322686964597,0.092337909665462,-0.360640426801302,12
"152","8_5",13,4,2,19.2213106832258,0.366666666666667,52.4217564087977,0.563564511125755,-0.567316531032609,-0.196676961643544,-0.418027245025467,0.653408624763949,12
"153","8_5",14,4,2,30.784289779523,1.46666666666667,20.9892884860384,0.153432265918596,-0.105155690502155,1.51351562882447,-0.238855706191196,0.132983669154767,12
"154","8_5",16,4,1,13.9143877750892,3.66666666666667,3.79483302956979,0.0330004994170942,-0.0308852886685895,1.11265013588627,-0.086839259525008,-0.142593122633136,12
"155","8_5",17,4,1,47.812183105676,2.2,21.73281050258,0.229965393282874,0.173885123505994,-1.28248032548749,0.235527913425749,0.173707709272569,12
"156","8_5",19,4,2,5.96202519142716,1.46666666666667,4.06501717597307,0.0435629892547552,-0.0990194784806628,1.16507450165285,0.147900991814523,-0.273975559848076,12
"157","8_7",1,4,1,17.3805890747928,3.11666666666667,5.57665959619019,0.0367213334285292,1.6193674470508,0.101460009195476,0.0520386980595222,0.0700624566221544,14
"158","8_7",2,4,1,106.715643376585,0.916666666666667,116.417065501729,0.797058064779742,0.0147611385993236,-0.819272946800162,0.0087721987040015,0.0143457919226502,14
"159","8_7",2,4,2,24.7252047381751,0.733333333333333,33.7161882793297,0.230840381226349,-0.0708123420410134,-0.0363560305047292,0.647021203098531,0.289220628322572,14
"160","8_7",4,4,1,3.88265180584692,4.21666666666667,0.920786989528914,0.00956379613214298,0.449091649691971,1.72281613407418,-0.112034383378482,0.807989708371766,14
"161","8_7",5,4,1,6.6619342199492,2.2,3.02815191815873,0.0195939944841837,-0.175611880356247,1.17323570071493,0.437117044066794,-0.103338244847967,14
"162","8_7",5,4,1,5.36425887680083,1.1,4.87659897890984,0.031554577206429,-2.1904309831037,2.28988182234431,-0.648724698445017,-1.06297350370045,14
"163","8_7",8,4,1,14.5994548053276,1.65,8.84815442747128,0.0980676034811982,-0.254093824058218,1.27160548608158,-0.0809550231527112,-0.0601151348482824,14
"164","8_7",9,4,1,10.2179630140237,3.85,2.65401636727889,0.01824852611592,0.255951841367439,1.85383135756635,-0.0504368523940568,0.160079435004082,14
"165","8_7",10,4,1,13.4143412211469,2.75,4.87794226223523,0.0356561564228457,-0.000966311449460466,0.965469826910793,0.354313016716435,0.00770406376838203,14
"166","8_7",11,4,1,110.648879838732,1.1,100.589890762483,0.679427067639732,0.301671789178094,0.0705517855343367,-0.0995584297265061,0.135241529957654,14
"167","8_7",11,4,2,15.7961268297029,0.55,28.7202305994598,0.193988699164645,0.145775015935031,-0.03399749757017,1.15986331166879,1.24791500558473,14
